🇨🇳｜测试频道,#genre#
广东卫视,http://219.142.151.179:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://219.142.151.179:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://219.142.151.179:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://219.142.151.179:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://219.142.151.179:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://219.142.151.179:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://219.142.151.179:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://219.142.151.179:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://219.142.151.179:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://219.142.151.179:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://219.142.151.179:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://219.142.151.179:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://219.142.151.179:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://219.142.151.179:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://219.142.151.179:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://219.142.151.179:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://219.142.151.179:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://219.142.151.179:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://219.142.151.179:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://219.142.151.179:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://219.142.151.179:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://219.142.151.179:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://219.142.151.179:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://219.142.151.179:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://219.142.151.179:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://219.142.151.179:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://219.142.151.179:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0

安徽卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/ahwshd8m/8000000/mnf.m3u8
北京卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/bjwshd8m/8000000/mnf.m3u8
东方卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8
东南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/dnwshd8m/8000000/mnf.m3u8
甘肃卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gswshd8m/8000000/mnf.m3u8
广东卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gdwshd8m/8000000/mnf.m3u8
广西卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gxwshd8m/8000000/mnf.m3u8
贵州卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gzwshd8m/8000000/mnf.m3u8
海南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hainanwshd8m/8000000/mnf.m3u8
河北卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hbwshd8m/8000000/mnf.m3u8
河南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hnwshd8m/8000000/mnf.m3u8
黑龙江卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hljwshd8m/8000000/mnf.m3u8
湖北卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hubeiws8m/8000000/mnf.m3u8
湖南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hunanwshd8m/8000000/mnf.m3u8
吉林卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/jlwshd8m/8000000/mnf.m3u8
江苏卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/jswshd8m/8000000/mnf.m3u8
江西卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/jxws8m/8000000/mnf.m3u8
辽宁卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/lnwshd8m/8000000/mnf.m3u8
山东卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/sdws8m/8000000/mnf.m3u8
上海卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8
深圳卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/szwshd8m/8000000/mnf.m3u8
四川卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/scwshd/8000000/mnf.m3u8
天津卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/tjwshd8m/8000000/mnf.m3u8
云南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/ynwshd8m/8000000/mnf.m3u8
浙江卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/zjwshd8m/8000000/mnf.m3u8
重庆卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/cqws8m/8000000/mnf.m3u8

安徽卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/ahwshd8m/8000000/mnf.m3u8
北京卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/bjwshd8m/8000000/mnf.m3u8
东方卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8
东南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/dnwshd8m/8000000/mnf.m3u8
甘肃卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gswshd8m/8000000/mnf.m3u8
广东卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gdwshd8m/8000000/mnf.m3u8
广西卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gxwshd8m/8000000/mnf.m3u8
贵州卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gzwshd8m/8000000/mnf.m3u8
海南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hainanwshd8m/8000000/mnf.m3u8
河北卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hbwshd8m/8000000/mnf.m3u8
河南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hnwshd8m/8000000/mnf.m3u8
黑龙江卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hljwshd8m/8000000/mnf.m3u8
湖北卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hubeiws8m/8000000/mnf.m3u8
湖南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hunanwshd8m/8000000/mnf.m3u8
吉林卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/jlwshd8m/8000000/mnf.m3u8
江苏卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/jswshd8m/8000000/mnf.m3u8
江西卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/jxws8m/8000000/mnf.m3u8
辽宁卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/lnwshd8m/8000000/mnf.m3u8
山东卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/sdws8m/8000000/mnf.m3u8
上海卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8
深圳卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/szwshd8m/8000000/mnf.m3u8
四川卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/scwshd/8000000/mnf.m3u8
天津卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/tjwshd8m/8000000/mnf.m3u8
云南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/ynwshd8m/8000000/mnf.m3u8
浙江卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/zjwshd8m/8000000/mnf.m3u8
重庆卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/cqws8m/8000000/mnf.m3u8

北京卫视,http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8
东方卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/index.m3u8
贵州卫视,http://39.134.65.149:80/PLTV/88888888/224/3221225974/1653148920-1-1652757727.m3u8
湖北卫视,http://39.134.65.164/PLTV/88888888/224/3221225569/index.m3u8
湖南卫视,http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
吉林卫视,http://39.134.65.149:80/PLTV/88888888/224/3221225981/1653149014-1-1652757736.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8
深圳卫视,http://39.134.65.164/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.65.166/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.66.110/PLTV/88888888/224/3221225668/index.m3u8
天津卫视,http://39.134.65.166/PLTV/88888888/224/3221225665/index.m3u8
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8

东方卫视,http://39.134.66.110/PLTV/88888888/224/3221225672/index.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225506/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
辽宁卫视,http://39.134.66.66/PLTV/88888888/224/3221225499/index.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8

安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8
兵团卫视,http://39.134.67.108/PLTV/88888888/224/3221226005/1.m3u8
大湾区卫视,http://39.134.67.108/PLTV/88888888/224/3221226020/1.m3u8
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8
黑龙江卫视,http://39.134.67.108/PLTV/88888888/224/3221226006/1.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8
新疆卫视,http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8
浙江卫视,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8

北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8


🇨🇳｜百视通8M,#genre#
CCTV1 8M,https://live.v1.mk/api/bestv.php?id=cctv1hd8m/8000000
CCTV2 8M,https://live.v1.mk/api/bestv.php?id=cctv2hd8m/8000000
CCTV3 8M,https://live.v1.mk/api/bestv.php?id=cctv38m/8000000
CCTV4 8M,https://live.v1.mk/api/bestv.php?id=cctv4hd8m/8000000
CCTV-4K,https://live.v1.mk/api/bestv.php?id=cctv4k/15000000
CCTV5 8M,https://live.v1.mk/api/bestv.php?id=cctv58m/8000000
CCTV5+ 8M,https://live.v1.mk/api/bestv.php?id=cctv5phd8m/8000000
CCTV6 8M,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000
CCTV7 8M,https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000
CCTV8 8M,https://live.v1.mk/api/bestv.php?id=cctv8hd8m/8000000
CCTV9 8M,https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000
CCTV10 8M,https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000
CCTV11 8M,https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000
CCTV12 8M,https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000
CCTV13 8M,https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14 8M,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000
CCTV15 8M,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000
CCTV16 8M,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000
CCTV16-4K,https://live.v1.mk/api/bestv.php?id=cctv16hd4k/15000000
CCTV17 8M,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000
安徽卫视 8M,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000
百变课堂 8M,https://live.v1.mk/api/bestv.php?id=bbkt8m/8000000
宝宝动画 8M,https://live.v1.mk/api/bestv.php?id=bbdh8m/8000000
北京卫视 8M,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000
茶频道 8M,https://live.v1.mk/api/bestv.php?id=cpdhdavs8m/8000000
超级体育 8M,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000
电竞天堂 8M,https://live.v1.mk/api/bestv.php?id=djtt8m/8000000
谍战剧场 8M,https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000
东方财经 8M,https://live.v1.mk/api/bestv.php?id=dfcjhd8m/8000000
东方卫视 8M,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000
东方影视 8M,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
东南卫视 8M,https://live.v1.mk/api/bestv.php?id=dnwshd8m/8000000
法治天地 8M,https://live.v1.mk/api/bestv.php?id=fztd8m/8000000
甘肃卫视 8M,https://live.v1.mk/api/bestv.php?id=gswshd8m/8000000
广东卫视 8M,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000
广西卫视 8M,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000
贵州卫视 8M,https://live.v1.mk/api/bestv.php?id=gzwshd8m/8000000
海南卫视 8M,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000
黑龙江卫视 8M,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000
湖南卫视 8M,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000
华语影院 8M,https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000
欢笑剧场 8M,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
欢笑剧场4k,https://live.v1.mk/api/bestv.php?id=hxjc4k/15000000
纪实科教 8M,https://live.v1.mk/api/bestv.php?id=dajs8m/8000000
健康养生 8M,https://live.v1.mk/api/bestv.php?id=jkys8m/8000000
江苏卫视 8M,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000
金色学堂 8M,https://live.v1.mk/api/bestv.php?id=jingsepd8m/8000000
金鹰纪实 8M,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000
劲爆体育 8M,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000
卡酷少儿 8M,https://live.v1.mk/api/bestv.php?id=kkse8m/8000000
看天下精选 8M,https://live.v1.mk/api/bestv.php?id=ktxjx8m/8000000
快乐垂钓 8M,https://live.v1.mk/api/bestv.php?id=klcd8m/8000000
辽宁卫视 8M,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000
魅力足球 8M,https://live.v1.mk/api/bestv.php?id=mlyyhd8m/8000000
七彩戏剧 8M,https://live.v1.mk/api/bestv.php?id=qcxjhd8m/8000000
青春动漫 8M,https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000
全纪实 8M,https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000
全球大片 8M,https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000
热门剧场 8M,https://live.v1.mk/api/bestv.php?id=rmjc8m/8000000
热门综艺 8M,https://live.v1.mk/api/bestv.php?id=rmzy8m/8000000
上海第一财经 8M,https://live.v1.mk/api/bestv.php?id=dycjhd8m/8000000
上海都市 8M,https://live.v1.mk/api/bestv.php?id=dshd8m/8000000
上海纪实 8M,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
上海教育 8M,https://live.v1.mk/api/bestv.php?id=setvhd/8000000
上视外语 8M,https://live.v1.mk/api/bestv.php?id=icshd8m/8000000
生活时尚 8M,https://live.v1.mk/api/bestv.php?id=shss8m/8000000
四川卫视 8M,https://live.v1.mk/api/bestv.php?id=scwshd/8000000
陶瓷高清 8M,https://live.v1.mk/api/bestv.php?id=taocihd/8000000
天津卫视 8M,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000
五星体育 8M,https://live.v1.mk/api/bestv.php?id=wxtyhd8m/8000000
戏曲精选 8M,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000
新视觉 8M,https://live.v1.mk/api/bestv.php?id=xsjhd8m/8000000
星光影院 8M,https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000
炫动卡通 8M,https://live.v1.mk/api/bestv.php?id=hhxd8m/8000000
游戏风云 8M,https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000
浙江卫视 8M,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000
中国教育-1 8M,https://live.v1.mk/api/bestv.php?id=zgjy1t8m/8000000
中国教育-4 8M,https://live.v1.mk/api/bestv.php?id=zgjy4hd8m/8000000
足球高清 8M,https://live.v1.mk/api/bestv.php?id=zqpd8m/8000000

CCTV1 8M,https://www.whalenas.com/bestv/index.php?id=cctv1hd8m/8000000
CCTV2 8M,https://www.whalenas.com/bestv/index.php?id=cctv2hd8m/8000000
CCTV3 8M,https://www.whalenas.com/bestv/index.php?id=cctv38m/8000000
CCTV4 8M,https://www.whalenas.com/bestv/index.php?id=cctv4hd8m/8000000
CCTV-4K,https://www.whalenas.com/bestv/index.php?id=cctv4k/15000000
CCTV5 8M,https://www.whalenas.com/bestv/index.php?id=cctv58m/8000000
CCTV5+ 8M,https://www.whalenas.com/bestv/index.php?id=cctv5phd8m/8000000
CCTV6 8M,https://www.whalenas.com/bestv/index.php?id=cctv6hd8m/8000000
CCTV7 8M,https://www.whalenas.com/bestv/index.php?id=cctv7hd8m/8000000
CCTV8 8M,https://www.whalenas.com/bestv/index.php?id=cctv8hd8m/8000000
CCTV9 8M,https://www.whalenas.com/bestv/index.php?id=cctv9hd8m/8000000
CCTV10 8M,https://www.whalenas.com/bestv/index.php?id=cctv10hd8m/8000000
CCTV11 8M,https://www.whalenas.com/bestv/index.php?id=cctv11hd8m/8000000
CCTV12 8M,https://www.whalenas.com/bestv/index.php?id=cctv12hd8m/8000000
CCTV13 8M,https://www.whalenas.com/bestv/index.php?id=cctv13xwhd8m/8000000
CCTV14 8M,https://www.whalenas.com/bestv/index.php?id=cctvsehd8m/8000000
CCTV15 8M,https://www.whalenas.com/bestv/index.php?id=cctv15hd8m/8000000
CCTV16 8M,https://www.whalenas.com/bestv/index.php?id=cctv16hd8m/8000000
CCTV16-4K,https://www.whalenas.com/bestv/index.php?id=cctv16hd4k/15000000
CCTV17 8M,https://www.whalenas.com/bestv/index.php?id=cctv17hd8m/8000000
安徽卫视 8M,https://www.whalenas.com/bestv/index.php?id=ahwshd8m/8000000
百变课堂 8M,https://www.whalenas.com/bestv/index.php?id=bbkt8m/8000000
宝宝动画 8M,https://www.whalenas.com/bestv/index.php?id=bbdh8m/8000000
北京卫视 8M,https://www.whalenas.com/bestv/index.php?id=bjwshd8m/8000000
茶频道 8M,https://www.whalenas.com/bestv/index.php?id=cpdhdavs8m/8000000
超级体育 8M,https://www.whalenas.com/bestv/index.php?id=qcsj8m/8000000
电竞天堂 8M,https://www.whalenas.com/bestv/index.php?id=djtt8m/8000000
谍战剧场 8M,https://www.whalenas.com/bestv/index.php?id=dzjc8m/8000000
东方财经 8M,https://www.whalenas.com/bestv/index.php?id=dfcjhd8m/8000000
东方卫视 8M,https://www.whalenas.com/bestv/index.php?id=dfwshd8m/8000000
东方影视 8M,https://www.whalenas.com/bestv/index.php?id=dfyshd8m/8000000
东南卫视 8M,https://www.whalenas.com/bestv/index.php?id=dnwshd8m/8000000
动漫秀场 8M,https://www.whalenas.com/bestv/index.php?id=dmxc8m/8000000
都市剧场 8M,https://www.whalenas.com/bestv/index.php?id=dsjc8m/8000000
法治天地 8M,https://www.whalenas.com/bestv/index.php?id=fztd8m/8000000
甘肃卫视 8M,https://www.whalenas.com/bestv/index.php?id=gswshd8m/8000000
广东卫视 8M,https://www.whalenas.com/bestv/index.php?id=gdwshd8m/8000000
广西卫视 8M,https://www.whalenas.com/bestv/index.php?id=gxwshd8m/8000000
贵州卫视 8M,https://www.whalenas.com/bestv/index.php?id=gzwshd8m/8000000
海南卫视 8M,https://www.whalenas.com/bestv/index.php?id=hainanwshd8m/8000000
河北卫视 8M,https://www.whalenas.com/bestv/index.php?id=hbwshd8m/8000000
河南卫视 8M,https://www.whalenas.com/bestv/index.php?id=hnwshd8m/8000000
黑龙江卫视 8M,https://www.whalenas.com/bestv/index.php?id=hljwshd8m/8000000
湖北卫视 8M,https://www.whalenas.com/bestv/index.php?id=hubeiws8m/8000000
湖南卫视 8M,https://www.whalenas.com/bestv/index.php?id=hunanwshd8m/8000000
华语影院 8M,https://www.whalenas.com/bestv/index.php?id=hyyy8m/8000000
欢笑剧场 8M,https://www.whalenas.com/bestv/index.php?id=hxjc8m/8000000
欢笑剧场4k,https://www.whalenas.com/bestv/index.php?id=hxjc4k/15000000
吉林卫视 8M,https://www.whalenas.com/bestv/index.php?id=jlwshd8m/8000000
纪实科教 8M,https://www.whalenas.com/bestv/index.php?id=dajs8m/8000000
健康养生 8M,https://www.whalenas.com/bestv/index.php?id=jkys8m/8000000
江苏卫视 8M,https://www.whalenas.com/bestv/index.php?id=jswshd8m/8000000
江西卫视 8M,https://www.whalenas.com/bestv/index.php?id=jxws8m/8000000
金色学堂 8M,https://www.whalenas.com/bestv/index.php?id=jingsepd8m/8000000
金鹰纪实 8M,https://www.whalenas.com/bestv/index.php?id=jyjs8m/8000000
